pair,interval,strategy,trades_full,net_full,win_full,pf_full,dd_full,mfe_full,trades_recent,net_recent,win_recent,pf_recent,score,verdict,cost_model,side_cost_pct
COQUSD,3,freqai_mtf_momentum_accel,8,0.059061982092637466,0.5,1.8178744023684807,-0.0357810711377499,0.030135037388832553,5,0.00356348209263746,0.4,1.065794852201096,0.07195067321422251,KEEP,taker_like,0.0031
COQUSD,3,freqai_mtf_momentum_breakout_trail,4,0.09611560149933152,0.5,3.661965865326156,-0.018053500000000024,0.04101768127464006,3,-0.01283498219967616,0.3333333333333333,0.6445292547241211,0.08488982835992634,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_volume_spike_trend,8,0.012752004577385567,0.625,1.2821964171642632,-0.025380181662339147,0.01417650794525352,3,0.02826743280695898,0.6666666666666666,2.8766386599409874,0.05801802814616098,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_higher_low_structure,6,0.0352502596804819,0.5,2.130791832030139,-0.015062800000000017,0.03233516542469328,4,0.009490735645486303,0.5,1.3150388920216143,0.056969663176169055,KILL,taker_like,0.0031
COQUSD,3,adaptive_higher_low,4,0.023488400000000076,0.5,1.898630346621776,-0.013068999999999945,0.04195733081142228,2,0.011744200000000093,0.5,1.898630346621784,0.04647438578758657,KILL,taker_like,0.0031
COQUSD,5,adaptive_higher_low,4,0.023488400000000076,0.5,1.8986303466217835,-0.013069000000000002,0.01944583417066964,3,-0.0013248000000000149,0.3333333333333333,0.9493151733108876,0.026870885787586445,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_rsi_thrust,2,0.005885182092637331,0.5,1.3907097015586316,0.0,0.012061381328436815,2,0.005885182092637331,0.5,1.3907097015586316,0.0163472385630405,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,3,adaptive_regime_switch,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,5,adaptive_volume_spike_leader,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
DOGUSD,5,adaptive_consensus2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_quiet_then_burst,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,adaptive_quiet_burst,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_rsi_thrust,2,0.01672869999999982,0.5,2.110596967363282,-0.015062800000000235,0.019385997158807622,1,-0.015062800000000154,0.0,0.0,-0.0022951339930384527,KILL,taker_like,0.0031
COQUSD,3,adaptive_volume_spike_leader,2,0.013737999999999917,0.5,2.0511898385492238,-0.0130690000000001,0.06181768720356717,1,-0.013069000000000108,0.0,0.0,-0.0024203199418199187,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_breakout_trail,2,-0.0028765137585351486,0.5,0.8090319357267466,0.0,0.011760998531670341,0,0.0,0.0,0.0,-0.003932150535873385,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_rsi_thrust,7,-0.015388149027609987,0.42857142857142855,0.7034551768261177,-0.021664910411272373,0.009102283787872003,4,0.01007965858516624,0.5,1.4630945190449123,-0.004345375362796393,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_quiet_burst,3,-0.008283958732712593,0.6666666666666666,0.36613675623899344,0.0,0.004288586869233946,1,0.0036404323069074707,1.0,inf,-0.008129502912913856,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_triple_confluence,1,-0.00901762101709258,0.0,0.0,0.0,0.006394923596033886,0,0.0,0.0,0.0,-0.00901762101709258,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_momentum_accel,9,0.003739124663627247,0.4444444444444444,1.0414227120904782,-0.053188597569964635,0.0197710865741128,5,-0.00932509501518175,0.4,0.8278247982352132,-0.009725989357593987,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_volume_spike_trend,6,-0.016040907102761626,0.3333333333333333,0.6820667773048807,-0.035006585344993915,0.0130891441345052,3,0.006478901054092767,0.3333333333333333,1.318716524911307,-0.010178767327861956,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_higher_low_structure,6,-0.006637200000000343,0.3333333333333333,0.8898411981835993,-0.015062800000000192,0.01415119241447164,3,-0.0033186000000002824,0.3333333333333333,0.8898411981835955,-0.012868310505309526,KILL,taker_like,0.0031
DOGUSD,3,adaptive_volume_spike_leader,1,-0.013068999999999997,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.013068999999999997,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_volume_spike_leader,1,-0.013068999999999997,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.013068999999999997,KILL,taker_like,0.0031
DOGUSD,5,adaptive_higher_low,1,-0.013069000000000108,0.0,0.0,0.0,0.006183157792239324,0,0.0,0.0,0.0,-0.013069000000000108,KILL,taker_like,0.0031
COQUSD,5,adaptive_regime_switch,3,-0.018488354061455325,0.3333333333333333,0.2926637821770859,-0.013068999999999983,0.0046288982354395864,1,0.007649645938544669,1.0,inf,-0.015937419112515366,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_triple_confluence,4,-0.017260373999890555,0.5,0.5219659899772744,-0.019161600641690833,0.008352773442458938,2,-0.0008172997983820762,0.5,0.9547290110847158,-0.023533712491708075,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_volume_spike_leader,2,-0.008119806801296092,0.5,0.3786971611220426,-0.01306900000000008,0.006201565743434556,2,-0.008119806801296092,0.5,0.3786971611220426,-0.024805965963883007,KILL,taker_like,0.0031
COQUSD,3,adaptive_quiet_burst,3,-0.010095691799429152,0.3333333333333333,0.613754235234941,-0.013068999999999985,0.00699507139079351,3,-0.010095691799429152,0.3333333333333333,0.613754235234941,-0.028707191752234545,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_volume_spike_leader,3,-0.022226102762110345,0.3333333333333333,0.1496632197524507,-0.013068999999999872,0.005921349341852548,1,0.003911897237889539,1.0,inf,-0.02944714287563409,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_consensus2,6,-0.01964651689331942,0.5,0.49890282619635856,-0.013069000000000114,0.0074253139175706195,2,-0.006728552726724568,0.5,0.4851516775021415,-0.0371425816582229,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_momentum_breakout_trail,9,-0.02382976536086434,0.5555555555555556,0.6700118348123031,-0.0421859380396606,0.013747108996092057,5,-0.00615268838675076,0.6,0.8295984604993271,-0.0383305759633437,KILL,taker_like,0.0031
COQUSD,5,adaptive_volume_spike_leader,3,0.0006690000000001417,0.3333333333333333,1.0255949192746248,-0.02596720123899998,0.012923998105871748,2,-0.026137999999999884,0.0,0.0,-0.038370229912729106,KILL,taker_like,0.0031
COQUSD,5,adaptive_consensus2,3,0.0006690000000001417,0.3333333333333333,1.0255949192746248,-0.02596720123899998,0.012923998105871748,2,-0.026137999999999884,0.0,0.0,-0.038370229912729106,KILL,taker_like,0.0031
COQUSD,3,adaptive_consensus2,3,0.0006689999999999197,0.3333333333333333,1.025594919274616,-0.025967201239000197,0.04241615911410331,2,-0.026138000000000106,0.0,0.0,-0.038370229912729724,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_adaptive_union,11,0.020138565931577368,0.45454545454545453,1.2228289332171238,-0.06120579792521562,0.02350513614632602,8,-0.04577596435451414,0.25,0.4934987258398823,-0.04567126557050498,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_regime_switch,4,-0.010392359959425446,0.25,0.7048091275525042,-0.03479930204421244,0.010891231795917056,2,-0.02213655995942554,0.0,0.0,-0.046425624182112574,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_consensus2,4,-0.05227599999999999,0.0,0.0,-0.038696835886007475,0.0008634828358632385,0,0.0,0.0,0.0,-0.05227599999999999,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_breakout_trail,2,-0.030125599999999864,0.0,0.0,-0.01506279999999997,0.0034919997891698085,1,-0.015062799999999932,0.0,0.0,-0.05271979999999976,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_volume_spike_leader,5,-0.024961392012545214,0.2,0.4176804706553122,-0.025967201239000155,0.01023241431523254,1,-0.013069000000000108,0.0,0.0,-0.05287542473986737,KILL,taker_like,0.0031
DOGUSD,5,adaptive_regime_switch,4,-0.024159339120601198,0.25,0.31278872562498433,-0.013068999999999942,0.005133759963230344,1,-0.013068999999999886,0.0,0.0,-0.054251514155895554,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_consensus2,5,-0.03119930878854371,0.2,0.11932544401467471,-0.022234334995577733,0.006970507654744917,2,-0.00485191499086135,0.5,0.465601648381283,-0.05622354801460287,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_momentum_breakout_trail,7,-0.02036919552654526,0.5714285714285714,0.6239104970126709,-0.039043911944152236,0.012675738535848373,3,-0.022086375151982307,0.3333333333333333,0.3883076646638517,-0.05867310251571092,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_rsi_thrust,3,-0.02743305403534768,0.3333333333333333,0.08937733902900839,-0.015062800000000043,0.009571530755859259,2,-0.01237025403534775,0.5,0.17875467805801615,-0.061439023373138286,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_quiet_then_burst,10,-0.04357645929003817,0.2,0.48894001079528715,-0.03923400575340992,0.008606465606487678,4,-0.008063555854670001,0.25,0.7468259491859084,-0.06523644131357789,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_higher_low,7,-0.042397182072567596,0.2857142857142857,0.35117940052693125,-0.032601743860309576,0.008026914081443546,2,-0.006728552726724457,0.5,0.48515167750214566,-0.06547907953415487,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_rsi_thrust,5,-0.03450087487507225,0.2,0.12472697036154262,-0.019414978966263773,0.009988251364297129,3,-0.010390449437007399,0.3333333333333333,0.3211894065425243,-0.06728857024235166,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_triple_confluence,6,-0.054018761299760576,0.3333333333333333,0.1572797443930177,-0.04232393131814749,0.004075641769807718,3,0.0001417387002395909,0.6666666666666666,1.014259475004735,-0.07317849646763674,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_volume_spike_trend,6,-0.01249621790736255,0.3333333333333333,0.7925980244814612,-0.04451115373620039,0.025228539999863926,5,-0.039303217907362575,0.2,0.3476774253896573,-0.0739773377355249,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_higher_low,5,-0.03986498435258856,0.2,0.23741326129411863,-0.026766087274282573,0.007444006556509297,1,-0.013068999999999997,0.0,0.0,-0.07511407299909269,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_quiet_burst,6,-0.04578399249975407,0.16666666666666666,0.2993497207169014,-0.05126010693781322,0.00408301761739549,1,-0.013068999999999997,0.0,0.0,-0.07941874655306956,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_quiet_burst,7,-0.05450265354126815,0.14285714285714285,0.06696785622265375,-0.044591084427158666,0.0061148493795201,2,0.0023881298203514145,0.5,2.567253501331455,-0.0801630558912349,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_quiet_then_burst,9,-0.04353923284651451,0.3333333333333333,0.40400175917775516,-0.06164865607124128,0.005796764717422211,2,-0.020366482151086496,0.0,0.0,-0.08582277671299081,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_momentum_breakout_trail,8,-0.03347040634717369,0.5,0.4621873927976626,-0.04516153691858349,0.01133186056888219,6,-0.031290177073941994,0.5,0.4222694200765879,-0.08973104995693638,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_momentum_breakout_trail,4,-0.028964216876121718,0.25,0.4652151129306102,-0.03578107113775008,0.01147395303044163,2,-0.03610700000000011,0.0,0.0,-0.08982167921536896,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_volume_spike_trend,4,-0.018381399999999992,0.25,0.5932274654557368,-0.044511153736200494,0.009692998579403811,3,-0.04518840000000002,0.0,0.0,-0.09055413322251361,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_triple_confluence,4,-0.026230807117911148,0.0,0.0,-0.015818697744155463,0.0008795591419952231,3,-0.01589840952986843,0.0,0.0,-0.09313487596507866,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_consensus2,6,-0.05293398435258856,0.16666666666666666,0.18993060903529482,-0.039485281279695104,0.006203338797091081,1,-0.013068999999999997,0.0,0.0,-0.09331219072839352,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_volume_spike_trend,9,-0.0539403411509054,0.2222222222222222,0.3050259433265682,-0.03871188138929312,0.010990980008082716,6,-0.02175788856882299,0.3333333333333333,0.5210936163603704,-0.10185946248854402,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_higher_low_structure,23,-0.091776177658774,0.43478260869565216,0.4553075881837591,-0.08044108863393379,0.009627919282126,11,0.00031046080871088844,0.5454545454545454,1.005297993890877,-0.10726592507450002,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_quiet_burst,4,-0.04286545574151601,0.0,0.0,-0.03869683588600742,0.0023422390385270386,1,-0.013068999999999997,0.0,0.0,-0.10801940910968522,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_quiet_then_burst,6,-0.04850699999999997,0.16666666666666666,0.35593647927344224,-0.05890349112970285,0.006097928924480023,5,-0.033444200000000035,0.2,0.4449205990918023,-0.11025849983377041,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_rsi_thrust,18,-0.05295430857175676,0.3333333333333333,0.6159542508848194,-0.09732813345994433,0.0069568972422521125,8,-0.040121404890258616,0.375,0.22625115448096306,-0.12168873848763709,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_rsi_thrust,6,-0.05102707247674232,0.0,0.0,-0.04653356109855381,0.003888193571521814,3,-0.028237239102719913,0.0,0.0,-0.13283864907804152,KILL,taker_like,0.0031
DOGUSD,3,adaptive_regime_switch,8,-0.0709505216662829,0.125,0.09424447068073606,-0.056625262345708,0.0027130021008743566,2,-0.019876131662886154,0.0,0.0,-0.13594342652641989,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_regime_switch,7,-0.0600533257819974,0.0,0.0,-0.0461111797393974,0.0027382302227501993,3,-0.016415773557326818,0.0,0.0,-0.14024743468531398,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_momentum_accel,11,-0.08605025364634022,0.18181818181818182,0.2157630298253308,-0.06657560155898662,0.010458345066756419,7,-0.030088070185631532,0.2857142857142857,0.4403534325204297,-0.15281301593281346,KILL,taker_like,0.0031
GIGAUSD,3,adaptive_regime_switch,7,-0.06943488610054604,0.14285714285714285,0.11450906597615146,-0.06365918860024306,0.005989911601220818,3,-0.03920699999999999,0.0,0.0,-0.15973782414635354,KILL,taker_like,0.0031
HYPEUSD,3,adaptive_higher_low,8,-0.07187853205405836,0.125,0.055544961628721606,-0.06143025891198962,0.004529346690755054,4,-0.030989914990861123,0.25,0.12003492689835583,-0.16008706886465757,KILL,taker_like,0.0031
COQUSD,5,freqai_mtf_adaptive_union,13,-0.06793782004412341,0.23076923076923078,0.5489695140072017,-0.08531975916338015,0.014826175901409906,4,-0.06025120000000017,0.0,0.0,-0.16826821896312102,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_momentum_breakout_trail,8,-0.08646347238634655,0.25,0.15382800012760214,-0.07910791468405905,0.010758503032461425,5,-0.03844206090808311,0.4,0.2902196082369426,-0.16946134191677684,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_momentum_breakout_trail,8,-0.07403779526631016,0.25,0.19534322112129623,-0.05517902255365098,0.0043080482296849465,3,-0.054160499999999834,0.0,0.0,-0.17545655467160368,KILL,taker_like,0.0031
HYPEUSD,5,adaptive_higher_low,7,-0.08060760104038567,0.0,0.0,-0.065713146778285,0.0018331445539108784,2,-0.015262601040385793,0.0,0.0,-0.17762071545901503,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_momentum_accel,18,-0.10825384784660819,0.3888888888888889,0.29386402856076727,-0.09802628381498119,0.0077156483837115385,8,-0.03860712654893372,0.375,0.43868955269576726,-0.1881297578424972,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_higher_low_structure,18,-0.1113383017418017,0.2777777777777778,0.31150769291062513,-0.10050933780303527,0.00918343238885212,8,-0.04579791110302256,0.25,0.4184260642113392,-0.2014474541248909,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_triple_confluence,5,-0.06845065437730691,0.0,0.0,-0.0494782904339868,0.0007649120097639628,4,-0.05039715437730685,0.0,0.0,-0.21414339140045346,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_quiet_then_burst,17,-0.12518921665155514,0.11764705882352941,0.09311531863719698,-0.10502171345099877,0.0041694883672147055,5,-0.03367791536249776,0.0,0.0,-0.21510827769244983,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_quiet_then_burst,9,-0.09000119947576446,0.2222222222222222,0.14641937682081121,-0.07307903962351431,0.010147815659121904,6,-0.07039760311322751,0.16666666666666666,0.06527865850668506,-0.22517447976596122,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_momentum_accel,19,-0.11284180859484294,0.2631578947368421,0.35863081762625926,-0.11574594315626896,0.008226951800341567,9,-0.06392571952283843,0.2222222222222222,0.3143937320411866,-0.22823742310922968,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_higher_low_structure,12,-0.11964890201758249,0.08333333333333333,0.11151506016929241,-0.10016940940051745,0.00945994101904322,7,-0.05038008100048963,0.14285714285714285,0.22963164750663748,-0.23248772703380788,KILL,taker_like,0.0031
GIGAUSD,3,freqai_mtf_adaptive_union,33,-0.1458094002866971,0.30303030303030304,0.4066478910337726,-0.14241062064591822,0.008990910113858478,12,-0.04327700700337156,0.25,0.550593205801049,-0.2328910896116262,KILL,taker_like,0.0031
GIGAUSD,5,freqai_mtf_adaptive_union,38,-0.17334574076789588,0.2631578947368421,0.4388455381686472,-0.1927714300710779,0.010142853797849639,14,-0.027142930099473217,0.2857142857142857,0.7453710874740572,-0.2358856871489467,KILL,taker_like,0.0031
DOGUSD,3,adaptive_quiet_burst,10,-0.11393762936707597,0.1,0.03131558678232455,-0.09657718620511392,0.005041984463206406,3,-0.03920699999999999,0.0,0.0,-0.2407609687816673,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_quiet_then_burst,22,-0.15410524907181267,0.22727272727272727,0.19484286270090978,-0.13095613932338318,0.007835806197692096,8,-0.03772218693366258,0.25,0.2714710641391523,-0.24650858163868136,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_quiet_then_burst,15,-0.13848050467627937,0.13333333333333333,0.03339980478748368,-0.11687770405684846,0.0032540001549684985,6,-0.04568990932180195,0.16666666666666666,0.07379702200944827,-0.2583260978536916,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_volume_spike_trend,22,-0.11869648107880737,0.2727272727272727,0.21603044636817018,-0.1092353945020336,0.005586460016830012,11,-0.07784742349925855,0.2727272727272727,0.11416644256707217,-0.265841276012315,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_momentum_accel,17,-0.12894374613411874,0.058823529411764705,0.08128725875687147,-0.11861131896431443,0.006923718508883867,10,-0.08135462364924817,0.1,0.12298888871335,-0.291349494688274,KILL,taker_like,0.0031
GIGAUSD,5,adaptive_regime_switch,10,-0.11259275549584724,0.1,0.014101409262331268,-0.09532089745064846,0.0035312546771717026,6,-0.0784140000000002,0.0,0.0,-0.30682026949131347,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_volume_spike_trend,17,-0.16342025774329927,0.058823529411764705,0.05991157531828316,-0.13884332408760403,0.00356799712344284,8,-0.0629802518197986,0.0,0.0,-0.31136172844551,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_higher_low_structure,15,-0.1348492744598655,0.06666666666666667,0.05361577680124447,-0.12576703613099258,0.00866836357156943,10,-0.08635223514858814,0.1,0.08127993422683959,-0.3122163780714745,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_volume_spike_trend,17,-0.1400101890322748,0.058823529411764705,0.07534639006977586,-0.1282943902046397,0.008182476869457023,13,-0.11369608677561094,0.07692307692307693,0.09119446277196591,-0.3601742281051693,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_momentum_breakout_trail,17,-0.19483520035623358,0.11764705882352941,0.029025135260160522,-0.16324570052142898,0.003601485318270804,7,-0.0900997765202094,0.14285714285714285,0.014664914180670842,-0.39139315753636755,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_rsi_thrust,32,-0.2373557035931383,0.125,0.07458764395176855,-0.20610244261191565,0.0030942906366008827,20,-0.13407223057142792,0.15,0.05332315341662493,-0.5027436767808122,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_momentum_accel,35,-0.2653875255204625,0.17142857142857143,0.07234983694864788,-0.23053509378956688,0.004049116599292539,17,-0.13505231425791497,0.058823529411764705,0.040198932711081076,-0.5264746284741397,KILL,taker_like,0.0031
DOGUSD,5,freqai_mtf_adaptive_union,44,-0.4072380372117823,0.1590909090909091,0.20763617619299465,-0.36845675940613376,0.014448870666737305,13,-0.12993363080331766,0.07692307692307693,0.19657736458202824,-0.6538014384145631,KILL,taker_like,0.0031
DOGUSD,3,freqai_mtf_adaptive_union,57,-0.39102503304115066,0.17543859649122806,0.2970743236131383,-0.37699057647551687,0.010788196336224304,22,-0.180000261123764,0.09090909090909091,0.1225528266979608,-0.7018269168868871,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_momentum_accel,49,-0.341847303594325,0.20408163265306123,0.19116876101032573,-0.27916859325461274,0.005107611048671842,25,-0.22902607303004674,0.08,0.021722268541800052,-0.7332199805316147,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_higher_low_structure,56,-0.3582400420384233,0.17857142857142858,0.189695075706203,-0.2927771618484711,0.004671628815046609,34,-0.2589583617434382,0.11764705882352941,0.07144909254656376,-0.8003788082673248,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_higher_low_structure,67,-0.3901391354629239,0.208955223880597,0.12671815944983025,-0.3145388849337886,0.004103358457112951,35,-0.23346053142859569,0.14285714285714285,0.08070344353880128,-0.8099631135861778,KILL,taker_like,0.0031
HYPEUSD,3,freqai_mtf_adaptive_union,120,-0.8291713767094859,0.11666666666666667,0.08883835558704574,-0.5666371684569146,0.003457361602883737,58,-0.4668118255452556,0.06896551724137931,0.036440123940377045,-1.6371159466357177,KILL,taker_like,0.0031
HYPEUSD,5,freqai_mtf_adaptive_union,126,-1.0817511124382848,0.12698412698412698,0.1045532899118688,-0.6767469872666213,0.00367690162625118,60,-0.5246778773431903,0.11666666666666667,0.06964218197497524,-1.9856858854798958,KILL,taker_like,0.0031
DOGUSD,3,adaptive_higher_low,3,-0.03920699999999988,0.0,0.0,-0.025967201238999857,0.008895284038040371,1,-0.013068999999999997,0.0,0.0,-3531237088775.9194,KILL,taker_like,0.0031
DOGUSD,3,adaptive_consensus2,3,-0.03920699999999988,0.0,0.0,-0.025967201238999857,0.008895284038040371,1,-0.013068999999999997,0.0,0.0,-3531237088775.9194,KILL,taker_like,0.0031
DOGUSD,5,adaptive_quiet_burst,3,-0.0392070000000001,0.0,0.0,-0.02596720123900008,0.006679714736838482,1,-0.013069000000000108,0.0,0.0,-3531237088775.9395,KILL,taker_like,0.0031
COQUSD,3,freqai_mtf_momentum_accel,8,0.07818500067721168,0.5,2.2227869983924213,-0.03171447977500011,0.03275027127102234,5,0.016250000677211496,0.4,1.3388593614265756,0.11246768455766308,KEEP,maker_mid,0.001
