pair,interval,strategy,trades_full,net_full,win_full,pf_full,dd_full,mfe_full,trades_recent,net_recent,win_recent,pf_recent,score,verdict,cost_model,side_cost_pct
COQUSD,5,freqai_mtf_momentum_accel,9,0.05361124095530634,0.4444444444444444,1.6707693582146543,-0.04719252381579673,0.021309994573281088,5,0.02996499999999991,0.4,1.6248566364299835,0.10520176230850471,KEEP,maker_mid,0.001
GIGAUSD,5,freqai_mtf_adaptive_union,39,0.008797847150825766,0.41025641025641024,1.0393394518436052,-0.08715772439494848,0.01166462522985972,15,0.04397763339272498,0.4666666666666667,1.514289382476084,0.07573454690051726,KEEP,maker_mid,0.001
GIGAUSD,5,freqai_mtf_momentum_breakout_trail,9,0.005692134883625188,0.5555555555555556,1.0890230666816578,-0.03171447977500002,0.015609326974611124,5,0.010736939774310672,0.6,1.3358442219052442,0.022969602030326827,KEEP,maker_mid,0.001
GIGAUSD,3,freqai_mtf_adaptive_union,33,0.012189580405507106,0.3939393939393939,1.084911001178169,-0.03184275909631247,0.010921401724453245,12,0.0038103401471365483,0.3333333333333333,1.061563062697762,0.019775431996493155,KEEP,maker_mid,0.001
COQUSD,3,freqai_mtf_momentum_breakout_trail,4,0.10922681008370272,0.5,4.416540822136469,-0.015985000000000006,0.04267715892766394,3,-0.004391182093611445,0.3333333333333333,0.8626467909411494,0.11157902936042413,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_volume_spike_trend,8,0.03810584700167341,0.625,1.9779757468861847,-0.017150394048647218,0.015887342451547853,3,0.03678362827826387,0.6666666666666666,3.8321241359919824,0.101556213309755,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_higher_low_structure,6,0.05219306687459002,0.6666666666666666,3.009280369363627,-0.012988000000000164,0.03415125318432569,4,0.020066099874647803,0.5,1.7724861362275806,0.09332996781705574,KILL,maker_mid,0.001
COQUSD,3,adaptive_higher_low,4,0.046110966999942216,0.75,5.195720382160326,-0.010990000000000043,0.04465906178919826,2,0.01598199999999994,0.5,2.4542311191992594,0.08238324972235762,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_rsi_thrust,7,0.02469066913080853,0.42857142857142855,2.003977487555322,-0.012988000000000149,0.010404357241692372,4,0.031158146802987896,0.5,4.372412905021422,0.07853558918980759,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_higher_low_structure,23,-0.011009036579136433,0.4782608695652174,0.9149656770887032,-0.05534305076392286,0.011170596214475876,11,0.04545354307498173,0.6363636363636364,2.1871654977013386,0.055329343145390016,KILL,maker_mid,0.001
DOGUSD,3,adaptive_higher_low,3,0.009380667752911687,0.3333333333333333,1.5332551066144726,-0.00660133224708848,0.009613246172385978,1,0.026971999999999996,1.0,inf,0.052446652261362046,KILL,maker_mid,0.001
COQUSD,5,adaptive_higher_low,4,0.0319640000000001,0.5,2.4542311191992843,-0.010989999999999986,0.02100626383891374,3,0.0049920000000001075,0.3333333333333333,1.2271155595996421,0.04674393298734707,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_rsi_thrust,2,0.012257000677211805,0.5,1.9437173296282573,0.0,0.013739597550559868,2,0.012257000677211805,0.5,1.9437173296282573,0.03384837108860573,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_higher_low_structure,17,-0.0005720647049874961,0.4117647058823529,0.9946131753448173,-0.04371082162577244,0.010488096721853886,7,0.021211035489463237,0.42857142857142855,1.534895029430604,0.031153241386168776,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_volume_spike_trend,6,0.0007740469563488617,0.3333333333333333,1.0193305828886523,-0.02685808405064507,0.014658761285524088,3,0.01490339182788658,0.3333333333333333,2.0594872371174824,0.02331239159324701,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_triple_confluence,4,0.0088960307468271,0.5,1.482231863996562,-0.01598500000000013,0.010159057331030563,2,0.005532596446908289,0.5,1.3461117577046156,0.02002943695181982,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_quiet_burst,3,0.00445041617777997,0.6666666666666666,1.5073163257560476,0.0,0.0063954860025263,1,0.007864605982253137,1.0,inf,0.019111856852177853,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_adaptive_union,11,0.047589294861673626,0.45454545454545453,1.610682872159859,-0.047283021163710796,0.025080194601051466,8,-0.026890900125352335,0.25,0.6549263406560895,0.013941998547913233,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_higher_low_structure,6,0.005988000000000104,0.3333333333333333,1.115260240221745,-0.01298800000000005,0.015576760375914267,3,0.002994000000000163,0.3333333333333333,1.1152602402217495,0.011607254363237906,KILL,maker_mid,0.001
COQUSD,3,adaptive_volume_spike_leader,2,0.017979999999999885,0.5,2.6360327570518467,-0.010990000000000031,0.06299632570819014,1,-0.010990000000000055,0.0,0.0,0.005994499499499274,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_rsi_thrust,2,0.020977000000000023,0.5,2.6151062519248556,-0.01298799999999996,0.020475618131868156,1,-0.012988,0.0,0.0,0.00596265914851024,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_breakout_trail,2,0.0034584281481231383,0.5,1.266278730221985,0.0,0.012834623004114531,0,0.0,0.0,0.0,0.004633388344638341,KILL,maker_mid,0.001
COQUSD,5,adaptive_regime_switch,3,-0.01008930620075732,0.3333333333333333,0.5409778798563548,-0.010990000000000003,0.00603721060936017,1,0.01189069379924268,1.0,inf,0.003337206408931685,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_quiet_then_burst,10,-0.004368153426440147,0.4,0.9331273676665399,-0.025807311856000124,0.010332839656103187,4,0.005471343284518482,0.5,1.210630708520115,0.00301444069292805,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,3,adaptive_regime_switch,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,5,adaptive_volume_spike_leader,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
DOGUSD,5,adaptive_consensus2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_triple_confluence,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_quiet_then_burst,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,5,adaptive_quiet_burst,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
COQUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_breakout_trail,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_pullback_resume,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_consensus2,6,-0.0007006348143708818,0.5,0.9787493231916627,-0.01099000000000005,0.00883949289781738,2,-0.000414015088970654,0.5,0.9623280173821063,-0.001559897303854111,KILL,maker_mid,0.001
COQUSD,3,adaptive_quiet_burst,3,-0.0016613204684403637,0.3333333333333333,0.9244167211810576,-0.010990000000000005,0.00770904706503998,3,-0.0016613204684403637,0.3333333333333333,0.9244167211810576,-0.004683927340360369,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_triple_confluence,1,-0.004846723210186532,0.0,0.0,0.0,0.008506241617564303,0,0.0,0.0,0.0,-0.004846723210186532,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_volume_spike_leader,2,-0.0018111247455294688,0.5,0.8352024799336252,-0.010990000000000033,0.008312478119120281,2,-0.0018111247455294688,0.5,0.8352024799336252,-0.00542579190618028,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_rsi_thrust,18,0.007989059430359546,0.3888888888888889,1.0771729268382733,-0.06857286849521503,0.008443342636792202,8,-0.010760765934769045,0.375,0.6940231280844742,-0.006896093247209409,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_triple_confluence,6,-0.02026987347356879,0.3333333333333333,0.4777382564111124,-0.017036679451833077,0.005025254756564383,3,0.012768890165027136,0.6666666666666666,3.211848216472943,-0.008341761391702843,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_volume_spike_leader,3,-0.0138427865311459,0.3333333333333333,0.3702098939424099,-0.010989999999999894,0.008031673850961596,1,0.00813721346885421,1.0,inf,-0.00887418703107196,KILL,maker_mid,0.001
DOGUSD,3,adaptive_volume_spike_leader,1,-0.010989999999999833,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.010989999999999833,KILL,maker_mid,0.001
DOGUSD,5,adaptive_higher_low,1,-0.010990000000000055,0.0,0.0,0.0,0.008294031549845648,0,0.0,0.0,0.0,-0.010990000000000055,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_volume_spike_leader,1,-0.010990000000000166,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.010990000000000166,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_momentum_breakout_trail,7,0.0037230125919063273,0.5714285714285714,1.0776355456554334,-0.026758191252470295,0.014200832492816768,3,-0.013681512786279049,0.3333333333333333,0.5720515237322794,-0.01592444378775496,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_consensus2,5,-0.014436056178691259,0.4,0.4631155436463478,-0.01584462645908846,0.009083033195279634,2,0.003545367290543555,0.5,1.7222808456160468,-0.016434649142728165,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_rsi_thrust,5,-0.01568665856950846,0.4,0.45525583916913737,-0.010931523719247478,0.011687527416110432,3,0.002178195345806766,0.6666666666666666,1.1992581639805215,-0.01979249454710433,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_volume_spike_leader,5,-0.003465002003073092,0.4,0.8949043978443101,-0.021859219899999806,0.01281001641421553,1,-0.010989999999999944,0.0,0.0,-0.020844853275785488,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_higher_low,7,-0.017402015088970546,0.2857142857142857,0.6833118273162773,-0.0223778743175206,0.009542255259836319,2,-0.00041401508897054295,0.5,0.962328017382116,-0.02232895160622852,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_regime_switch,4,9.51276618809116e-05,0.25,1.0035393873470164,-0.02664905042885755,0.011963031582901629,2,-0.015886872338118807,0.0,0.0,-0.023709037742729692,KILL,maker_mid,0.001
COQUSD,5,adaptive_volume_spike_leader,3,0.006990000000000052,0.3333333333333333,1.3180163785259367,-0.021859219899999983,0.014277989638566599,2,-0.02197999999999989,0.0,0.0,-0.024230750750750513,KILL,maker_mid,0.001
COQUSD,5,adaptive_consensus2,3,0.006990000000000052,0.3333333333333333,1.3180163785259367,-0.021859219899999983,0.014277989638566599,2,-0.02197999999999989,0.0,0.0,-0.024230750750750513,KILL,maker_mid,0.001
COQUSD,3,adaptive_consensus2,3,0.00698999999999983,0.3333333333333333,1.3180163785259233,-0.021859219899999983,0.04390374546189527,2,-0.02198000000000011,0.0,0.0,-0.02423075075075113,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_momentum_breakout_trail,8,-0.006133566633278353,0.5,0.8817145913638007,-0.03507040452401336,0.013453535800845101,6,-0.01236186437025466,0.5,0.7422194897246452,-0.02625721244568715,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_quiet_then_burst,9,-0.004816991967687589,0.3333333333333333,0.8976874642545697,-0.03610609074871739,0.006971172177901182,2,-0.01410515292650838,0.0,0.0,-0.02724498179445295,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_volume_spike_trend,9,-0.022513845222183804,0.3333333333333333,0.6162599848301544,-0.023777545089181916,0.013987621201463303,6,-0.0007518418340769495,0.5,0.9796290360795769,-0.029672643896949437,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_triple_confluence,4,-0.009505802149857523,0.25,0.12002644466495409,-0.004630069631691855,0.00245483094439114,3,-0.0033387686691993546,0.3333333333333333,0.2797142467882208,-0.030051819912014763,KILL,maker_mid,0.001
DOGUSD,5,adaptive_regime_switch,4,-0.011575307958771264,0.25,0.5685157718265089,-0.010989999999999986,0.006193481137978518,1,-0.010989999999999944,0.0,0.0,-0.03271326980928514,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_quiet_burst,7,-0.03356947028804147,0.2857142857142857,0.2436813777431957,-0.03302047135279601,0.007762178095120349,2,0.010815884376203622,1.0,inf,-0.0329694189872062,KILL,maker_mid,0.001
DOGUSD,3,adaptive_consensus2,3,-0.017204622182958818,0.3333333333333333,0.021982989048114847,-0.00660133224708848,0.009613246172385978,1,0.0003867100641294918,1.0,inf,-0.03393673321776651,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_volume_spike_trend,6,0.002263000677211635,0.3333333333333333,1.0435594525179326,-0.038460126489614194,0.02653173858113426,5,-0.026706999322788305,0.2,0.48592933240706326,-0.0373520191736497,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_rsi_thrust,3,-0.019063269872984345,0.3333333333333333,0.2661198847788626,-0.012988000000000093,0.011595241062956433,2,-0.006075269872984346,0.5,0.532239769557723,-0.03775535582371226,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_higher_low,5,-0.016988000000000003,0.2,0.613557779799818,-0.02185921989999987,0.009538553813631934,1,-0.010989999999999944,0.0,0.0,-0.0379480013171065,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_breakout_trail,2,-0.025976,0.0,0.0,-0.01298800000000005,0.0045482767118044665,1,-0.012988,0.0,0.0,-0.045458,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_quiet_burst,6,-0.023428254293536566,0.16666666666666666,0.5044831879295496,-0.03582115360476783,0.004992096303268097,1,-0.010989999999999944,0.0,0.0,-0.04677456859974179,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_momentum_breakout_trail,7,-0.03795182153827181,0.2857142857142857,0.3893917049237536,-0.039521314391440354,0.015844215293350387,4,0.0012848000438652196,0.5,1.0560619659933141,-0.04710538835535591,KILL,maker_mid,0.001
DOGUSD,3,adaptive_quiet_burst,10,-0.04585905254528455,0.2,0.4320070984117456,-0.051690563952430234,0.006238623915207952,3,0.0068638886226735085,0.3333333333333333,1.3413492442862185,-0.047109226325259566,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_consensus2,6,-0.024587001982788848,0.16666666666666666,0.5409190008303641,-0.021859219900000105,0.008346465707504561,1,-0.010989999999999944,0.0,0.0,-0.0472644425128336,KILL,maker_mid,0.001
GIGAUSD,3,freqai_mtf_momentum_accel,18,-0.030499915598652838,0.3888888888888889,0.7100828486098596,-0.033469593428308714,0.00921102378725617,8,-0.010442474546263902,0.375,0.8043353448501188,-0.052195874658980096,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_momentum_accel,11,-0.03944724658882115,0.36363636363636365,0.49078835678095434,-0.03408462826091615,0.012578187748714897,7,-0.004881479223657448,0.5714285714285714,0.8862166468584564,-0.05649063641309767,KILL,maker_mid,0.001
GIGAUSD,3,adaptive_regime_switch,7,-0.030590639467579783,0.2857142857142857,0.4433004646482313,-0.032608987073299026,0.0093138281531669,3,-0.010846396761133636,0.3333333333333333,0.5065333593660791,-0.057072576354177715,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_regime_switch,7,-0.03499381217701758,0.14285714285714285,0.03763397583850415,-0.02381556910710796,0.0047330044707540875,3,-0.0038583102050904206,0.3333333333333333,0.2618170586017105,-0.06773131724851372,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_momentum_breakout_trail,4,-0.018443817822802466,0.25,0.615393226508134,-0.03171447977500004,0.013017658472517457,2,-0.031970000000000054,0.0,0.0,-0.07045274431513279,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_volume_spike_trend,4,-0.00999400000000017,0.25,0.7435068268144918,-0.03846012648961441,0.01119186404302086,3,-0.03896400000000011,0.0,0.0,-0.07082190571523943,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_rsi_thrust,6,-0.028059382584410764,0.5,0.038929280204115915,-0.028337406643949594,0.00534082451442619,3,-0.01572953054508297,0.3333333333333333,0.029518196605623128,-0.07121861611480436,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_quiet_burst,4,-0.03243500200307303,0.25,0.016226812160355243,-0.032608987073299005,0.005017846671649784,1,-0.010989999999999944,0.0,0.0,-0.07706317566064906,KILL,maker_mid,0.001
COQUSD,3,freqai_mtf_quiet_then_burst,6,-0.03597000000000006,0.16666666666666666,0.44610409608869633,-0.05094860636676707,0.006661692657340364,5,-0.022982000000000058,0.2,0.5576301201108704,-0.07901585857285874,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_quiet_then_burst,22,-0.057612886805358254,0.3181818181818182,0.5130668692037035,-0.059821213089861956,0.009502336576556253,8,-0.006280795480296808,0.375,0.7855833000506309,-0.07982015142081712,KILL,maker_mid,0.001
DOGUSD,3,adaptive_regime_switch,8,-0.04587771341384472,0.125,0.2021279176644967,-0.034567089028302404,0.003548149492793723,2,-0.011542084080399029,0.0,0.0,-0.08370681616069797,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_quiet_then_burst,17,-0.055136032709616645,0.29411764705882354,0.33868947041267145,-0.04196718839277992,0.005708639667579892,5,-0.014846057077741448,0.4,0.16109208737591982,-0.09359603695337076,KILL,maker_mid,0.001
HYPEUSD,3,adaptive_higher_low,8,-0.04680962965965907,0.125,0.15297490126941307,-0.043510160792054026,0.00622390618355545,4,-0.018434632709456555,0.25,0.3144063975793491,-0.09825853207553756,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_volume_spike_trend,22,-0.03902524824083409,0.4090909090909091,0.6141673684987855,-0.053281301070456095,0.007189814609734294,11,-0.03808966739673503,0.36363636363636365,0.37873320251210985,-0.10532670321408467,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_momentum_breakout_trail,8,-0.040682558930021595,0.375,0.4155403233998888,-0.037201876781328455,0.005890512666530595,3,-0.03763712699065602,0.0,0.0,-0.10780328599457595,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_momentum_accel,19,-0.0498634990068445,0.42105263157894735,0.6343450613049233,-0.06463204252280136,0.009745603036015191,9,-0.03457257720061524,0.2222222222222222,0.5226604116847534,-0.10979066860930542,KILL,maker_mid,0.001
COQUSD,5,freqai_mtf_adaptive_union,13,-0.03855354912263298,0.23076923076923078,0.7031602315781261,-0.06327488586727552,0.017337360987300945,4,-0.051952,0.0,0.0,-0.12204852915116199,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_higher_low,7,-0.06393398194583755,0.14285714285714285,0.03042186918657201,-0.053755399954147604,0.0030357915105175986,2,-0.008983981945837494,0.5,0.18253121511943143,-0.12660500959550017,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_quiet_then_burst,9,-0.052049826481349926,0.3333333333333333,0.3320779888955208,-0.04909122568040175,0.01203390664768437,6,-0.0408489673069109,0.3333333333333333,0.21371713683956703,-0.12871211072555716,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_higher_low_structure,12,-0.07124579433340716,0.25,0.24032858710847002,-0.05984487896567429,0.011884799619001,7,-0.027356303736761012,0.42857142857142855,0.45172829749839366,-0.13273479462009685,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_triple_confluence,5,-0.05182322911231618,0.0,0.0,-0.03539819967984231,0.0020657728896742,4,-0.03583822911231627,0.0,0.0,-0.14821039097551006,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_momentum_accel,17,-0.06619344195255594,0.47058823529411764,0.2443385288404817,-0.06558469723188826,0.00880552417115408,10,-0.04580161822992623,0.4,0.2835999530258208,-0.1537934554807574,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_quiet_then_burst,15,-0.08629663601043014,0.3333333333333333,0.1847740647576693,-0.07122746859714085,0.004649150070920808,6,-0.02684106519250473,0.5,0.3111316807179753,-0.15550090215293133,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_higher_low_structure,15,-0.06925965929366562,0.4,0.25864846454149054,-0.07429990800428968,0.010612460789774906,10,-0.054980435263272565,0.4,0.23464134769309822,-0.17316187443041392,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_volume_spike_trend,17,-0.10175484319040651,0.23529411764705882,0.17421025653238514,-0.0869752218697297,0.004582058424012499,8,-0.030476357478361193,0.375,0.1823991439921821,-0.17827379485742528,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_volume_spike_trend,17,-0.06261076492469653,0.35294117647058826,0.23922745048027574,-0.06450901371084078,0.01019557922554198,13,-0.0656715091064104,0.23076923076923078,0.20118320769754972,-0.18210284201567944,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_rsi_thrust,32,-0.11239313761828806,0.28125,0.29049121807608175,-0.1092956285084248,0.004383456082798755,20,-0.05089856123087999,0.3,0.33029981588649193,-0.21727517321768974,KILL,maker_mid,0.001
GIGAUSD,5,adaptive_regime_switch,10,-0.08757689457101836,0.1,0.06237549750398292,-0.07443956874573739,0.004797404162508534,6,-0.06594,0.0,0.0,-0.2376911205972358,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_momentum_breakout_trail,17,-0.1245229484856395,0.23529411764705882,0.12167301810122622,-0.10363075737674599,0.005555106267631234,7,-0.053177756616955785,0.14285714285714285,0.09458813969536083,-0.24142294384213087,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_momentum_accel,35,-0.11789315075486417,0.37142857142857144,0.3230527397836762,-0.11751572233995569,0.005540606806279686,17,-0.0702633530004253,0.29411764705882354,0.19838942899132692,-0.24838005869197508,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_higher_low_structure,67,-0.12551684745029346,0.3880597014925373,0.5249304519507004,-0.11206067403083635,0.005667625314180014,35,-0.08836747694690383,0.34285714285714286,0.36460633082576044,-0.2791264896972903,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_momentum_accel,49,-0.10875481837079748,0.3877551020408163,0.6057977012530087,-0.11475370208789361,0.00667294536769631,25,-0.11209883061794612,0.28,0.17417516107144845,-0.289907399528371,KILL,maker_mid,0.001
DOGUSD,3,freqai_mtf_adaptive_union,57,-0.1432610743211925,0.3684210526315789,0.6132218945271798,-0.2264952158638737,0.012607817323500848,22,-0.09198042229738668,0.3181818181818182,0.3155163419646154,-0.2958644136578555,KILL,maker_mid,0.001
DOGUSD,5,freqai_mtf_adaptive_union,44,-0.21762479822354974,0.22727272727272727,0.4051011490379987,-0.240571126905495,0.016539561713943298,13,-0.07825054650267804,0.23076923076923078,0.32524851833416035,-0.36144660379186466,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_higher_low_structure,56,-0.15577214644526793,0.35714285714285715,0.46792093808459273,-0.15072704049798416,0.006015211821598456,34,-0.13201408013716143,0.3235294117647059,0.25746986227730995,-0.37600489677557736,KILL,maker_mid,0.001
HYPEUSD,3,freqai_mtf_adaptive_union,120,-0.3375128689139927,0.31666666666666665,0.35028597397735645,-0.2970573244170194,0.004932378533251225,58,-0.2245957955180763,0.27586206896551724,0.1811405630426719,-0.7167924612768619,KILL,maker_mid,0.001
HYPEUSD,5,freqai_mtf_adaptive_union,125,-0.5643172945018505,0.248,0.2881226614182673,-0.4627831670444184,0.005061976148254976,59,-0.24638803702147916,0.23728813559322035,0.2779781766099904,-0.9914810400076931,KILL,maker_mid,0.001
HYPEUSD,5,adaptive_consensus2,4,-0.04396000000000022,0.0,0.0,-0.03260898707329914,0.0024231020385471203,0,0.0,0.0,0.0,-2424728336207.645,KILL,maker_mid,0.001
DOGUSD,5,adaptive_quiet_burst,3,-0.03297000000000028,0.0,0.0,-0.021859219900000015,0.008092329522999911,1,-0.010990000000000055,0.0,0.0,-2969492356388.997,KILL,maker_mid,0.001
GIGAUSD,5,freqai_mtf_adaptive_union,38,0.06320486218629628,0.47368421052631576,1.329213807442905,-0.065077747280058,0.012582313998449468,14,0.07103105455446435,0.5,2.071776700911391,0.17673474880758908,KEEP,maker_optimistic,0.0003
GIGAUSD,3,freqai_mtf_higher_low_structure,23,0.023272817447463234,0.5217391304347826,1.1936265691088592,-0.05070071075046036,0.011755534760467954,11,0.06784102297525574,0.6363636363636364,2.9883335287734436,0.12864132935455802,KEEP,maker_optimistic,0.0003
